,gender,past_3yrs_pur,wealth_segment,deceased_indicator,owns_car,tenure,state,property_valuation,product_class,list_price,age,Cluster_lbl
14064,Male,88,High Net Worth,N,Yes,12.0,VIC,1,medium,1762.96,44.0,1
14071,Male,17,Affluent Customer,N,No,21.0,VIC,8,low,945.04,40.0,0
14072,Male,17,Affluent Customer,N,No,21.0,VIC,8,medium,1469.44,40.0,0
14073,Male,17,Affluent Customer,N,No,21.0,VIC,8,medium,1036.59,40.0,0
14074,Male,17,Affluent Customer,N,No,21.0,VIC,8,medium,235.63,40.0,0
14075,Male,17,Affluent Customer,N,No,21.0,VIC,8,medium,100.35,40.0,0
14076,Male,17,Affluent Customer,N,No,21.0,VIC,8,medium,1992.93,40.0,0
14077,Female,54,Mass Customer,N,No,12.0,VIC,10,high,1842.92,42.0,0
14078,Female,54,Mass Customer,N,No,12.0,VIC,10,medium,543.39,42.0,0
14079,Female,54,Mass Customer,N,No,12.0,VIC,10,high,1458.17,42.0,0
14080,Female,54,Mass Customer,N,No,12.0,VIC,10,low,1793.43,42.0,0
14081,Female,54,Mass Customer,N,No,12.0,VIC,10,high,227.88,42.0,0
14082,Female,54,Mass Customer,N,No,12.0,VIC,10,low,980.37,42.0,0
14083,Female,54,Mass Customer,N,No,12.0,VIC,10,medium,1483.2,42.0,0
14084,Female,54,Mass Customer,N,No,12.0,VIC,10,medium,1577.53,42.0,0
14085,Male,78,Mass Customer,N,No,6.0,NSW,8,medium,1469.44,37.0,1
14086,Male,78,Mass Customer,N,No,6.0,NSW,8,low,363.01,37.0,0
14087,Male,78,Mass Customer,N,No,6.0,NSW,8,medium,569.56,37.0,1
14088,Male,78,Mass Customer,N,No,6.0,NSW,8,medium,533.51,37.0,1
14089,Male,78,Mass Customer,N,No,6.0,NSW,8,medium,230.91,37.0,1
14090,Male,78,Mass Customer,N,No,6.0,NSW,8,medium,416.98,37.0,1
14091,Male,78,Mass Customer,N,No,6.0,NSW,8,medium,1765.3,37.0,1
14092,Male,78,Mass Customer,N,No,6.0,NSW,8,low,1793.43,37.0,0
14093,Male,78,Mass Customer,N,No,6.0,NSW,8,low,1057.51,37.0,0
14094,Male,78,Mass Customer,N,No,6.0,NSW,8,medium,1765.3,37.0,1
14095,Male,78,Mass Customer,N,No,6.0,NSW,8,medium,1807.45,37.0,1
14096,Male,78,Mass Customer,N,No,6.0,NSW,8,low,958.74,37.0,0
14097,Male,78,Mass Customer,N,No,6.0,NSW,8,high,1842.92,37.0,0
14108,Male,62,High Net Worth,N,No,16.0,QLD,1,medium,71.49,40.0,0
14109,Male,62,High Net Worth,N,No,16.0,QLD,1,medium,1216.14,40.0,0
14110,Male,62,High Net Worth,N,No,16.0,QLD,1,medium,1065.03,40.0,0
14111,Male,62,High Net Worth,N,No,16.0,QLD,1,medium,1216.14,40.0,0
14112,Male,62,High Net Worth,N,No,16.0,QLD,1,medium,1227.34,40.0,0
14113,Female,71,Affluent Customer,N,Yes,4.0,NSW,7,low,980.37,45.0,1
14114,Female,71,Affluent Customer,N,Yes,4.0,NSW,7,medium,71.49,45.0,1
14115,Female,71,Affluent Customer,N,Yes,4.0,NSW,7,medium,235.63,45.0,1
14116,Female,71,Affluent Customer,N,Yes,4.0,NSW,7,medium,71.49,45.0,1
14117,Female,71,Affluent Customer,N,Yes,4.0,NSW,7,medium,1231.15,45.0,1
14118,Male,51,High Net Worth,N,No,1.0,QLD,8,medium,1636.9,25.0,0
14119,Male,51,High Net Worth,N,No,1.0,QLD,8,high,2005.66,25.0,0
14120,Male,51,High Net Worth,N,No,1.0,QLD,8,low,590.26,25.0,0
14121,Male,51,High Net Worth,N,No,1.0,QLD,8,medium,544.05,25.0,0
14122,Male,51,High Net Worth,N,No,1.0,QLD,8,medium,1198.46,25.0,0
14123,Male,51,High Net Worth,N,No,1.0,QLD,8,low,574.64,25.0,0
14124,Male,51,High Net Worth,N,No,1.0,QLD,8,medium,1765.3,25.0,0
14125,Male,51,High Net Worth,N,No,1.0,QLD,8,medium,1812.75,25.0,0
14126,Male,51,High Net Worth,N,No,1.0,QLD,8,medium,1765.3,25.0,0
14139,Male,55,Mass Customer,N,Yes,8.0,NSW,10,medium,1555.58,42.0,1
14140,Male,55,Mass Customer,N,Yes,8.0,NSW,10,high,1458.17,42.0,1
14141,Male,55,Mass Customer,N,Yes,8.0,NSW,10,medium,441.49,42.0,1
14142,Male,55,Mass Customer,N,Yes,8.0,NSW,10,medium,1555.58,42.0,1
14143,Male,55,Mass Customer,N,Yes,8.0,NSW,10,low,688.63,42.0,1
14144,Male,99,High Net Worth,N,Yes,16.0,VIC,7,medium,1777.8,31.0,1
14145,Male,99,High Net Worth,N,Yes,16.0,VIC,7,medium,1071.23,31.0,1
14146,Male,99,High Net Worth,N,Yes,16.0,VIC,7,medium,1061.56,31.0,1
14147,Male,99,High Net Worth,N,Yes,16.0,VIC,7,medium,1065.03,31.0,1
14148,Male,99,High Net Worth,N,Yes,16.0,VIC,7,medium,742.54,31.0,1
14149,Male,99,High Net Worth,N,Yes,16.0,VIC,7,medium,1894.19,31.0,1
14155,Female,59,High Net Worth,N,Yes,6.0,QLD,2,medium,1890.39,40.0,1
14156,Female,59,High Net Worth,N,Yes,6.0,QLD,2,medium,792.9,40.0,1
14157,Female,59,High Net Worth,N,Yes,6.0,QLD,2,medium,1065.03,40.0,1
14158,Female,59,High Net Worth,N,Yes,6.0,QLD,2,medium,742.54,40.0,1
14159,Female,59,High Net Worth,N,Yes,6.0,QLD,2,high,1024.66,40.0,0
14161,Female,59,High Net Worth,N,Yes,6.0,QLD,2,medium,478.16,40.0,1
14162,Female,59,High Net Worth,N,Yes,6.0,QLD,2,medium,1890.39,40.0,1
14170,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,1466.68,64.0,0
14171,Male,13,High Net Worth,N,No,17.0,QLD,5,high,12.01,64.0,0
14172,Male,13,High Net Worth,N,No,17.0,QLD,5,low,945.04,64.0,0
14173,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,175.89,64.0,0
14174,Male,13,High Net Worth,N,No,17.0,QLD,5,high,1661.92,64.0,0
14175,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,1163.89,64.0,0
14176,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,1292.84,64.0,0
14177,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,1240.31,64.0,0
14178,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,544.05,64.0,0
14179,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,1469.44,64.0,0
14180,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,1807.45,64.0,0
14181,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,1198.46,64.0,0
14182,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,360.4,64.0,0
14183,Male,13,High Net Worth,N,No,17.0,QLD,5,medium,1240.31,64.0,0
14184,Male,25,Affluent Customer,N,Yes,10.0,NSW,9,high,2005.66,43.0,1
14185,Male,85,Affluent Customer,N,Yes,10.0,QLD,6,medium,575.27,54.0,1
14186,Male,85,Affluent Customer,N,Yes,10.0,QLD,6,medium,1762.96,54.0,1
14187,Male,85,Affluent Customer,N,Yes,10.0,QLD,6,medium,60.34,54.0,1
14188,Male,85,Affluent Customer,N,Yes,10.0,QLD,6,medium,1812.75,54.0,1
14190,Male,85,Affluent Customer,N,Yes,10.0,QLD,6,high,12.01,54.0,0
14191,Male,85,Affluent Customer,N,Yes,10.0,QLD,6,medium,100.35,54.0,1
14192,Female,81,Mass Customer,N,No,5.0,VIC,9,high,12.01,24.0,0
14194,Female,81,Mass Customer,N,No,5.0,VIC,9,medium,1577.53,24.0,0
14195,Female,81,Mass Customer,N,No,5.0,VIC,9,medium,202.62,24.0,0
14196,Female,81,Mass Customer,N,No,5.0,VIC,9,low,1057.51,24.0,0
14197,Female,81,Mass Customer,N,No,5.0,VIC,9,high,12.01,24.0,0
14198,Female,81,Mass Customer,N,No,5.0,VIC,9,medium,71.49,24.0,0
14204,Female,71,Mass Customer,N,Yes,12.0,VIC,7,medium,533.51,41.0,1
14205,Female,71,Mass Customer,N,Yes,12.0,VIC,7,medium,360.4,41.0,1
14206,Female,71,Mass Customer,N,Yes,12.0,VIC,7,medium,795.34,41.0,1
14207,Female,71,Mass Customer,N,Yes,12.0,VIC,7,medium,1362.99,41.0,1
14208,Female,71,Mass Customer,N,Yes,12.0,VIC,7,medium,1231.15,41.0,1
14209,Female,71,Mass Customer,N,Yes,12.0,VIC,7,high,1179.0,41.0,0
14210,Female,71,Mass Customer,N,Yes,12.0,VIC,7,low,363.01,41.0,0
14211,Male,95,Mass Customer,N,Yes,10.0,NSW,9,low,642.31,67.0,1
14212,Male,95,Mass Customer,N,Yes,10.0,NSW,9,medium,1228.07,67.0,1
14213,Male,95,Mass Customer,N,Yes,10.0,NSW,9,medium,1240.31,67.0,1
14220,Female,77,Mass Customer,N,Yes,14.0,NSW,7,medium,1386.84,41.0,1
14221,Female,77,Mass Customer,N,Yes,14.0,NSW,7,low,574.64,41.0,1
14222,Female,77,Mass Customer,N,Yes,14.0,NSW,7,medium,175.89,41.0,1
14223,Female,77,Mass Customer,N,Yes,14.0,NSW,7,medium,2091.47,41.0,1
14224,Female,77,Mass Customer,N,Yes,14.0,NSW,7,low,1172.78,41.0,1
14231,Female,77,Mass Customer,N,Yes,5.0,NSW,12,high,1842.92,66.0,1
14232,Female,77,Mass Customer,N,Yes,5.0,NSW,12,medium,1403.5,66.0,1
14233,Male,92,Affluent Customer,N,Yes,14.0,VIC,7,medium,1065.03,42.0,1
14234,Male,92,Affluent Customer,N,Yes,14.0,VIC,7,medium,912.52,42.0,1
14235,Male,92,Affluent Customer,N,Yes,14.0,VIC,7,high,358.39,42.0,0
14236,Male,92,Affluent Customer,N,Yes,14.0,VIC,7,medium,642.7,42.0,1
14237,Female,32,Mass Customer,N,Yes,7.0,NSW,8,medium,499.53,32.0,1
14238,Female,32,Mass Customer,N,Yes,7.0,NSW,8,medium,1635.3,32.0,1
14239,Female,32,Mass Customer,N,Yes,7.0,NSW,8,medium,1415.01,32.0,1
14240,Female,32,Mass Customer,N,Yes,7.0,NSW,8,medium,642.7,32.0,1
14241,Female,32,Mass Customer,N,Yes,7.0,NSW,8,medium,1415.01,32.0,1
14242,Female,32,Mass Customer,N,Yes,7.0,NSW,8,medium,1292.84,32.0,1
14243,Female,42,Mass Customer,N,No,15.0,NSW,9,high,495.72,44.0,0
14244,Female,42,Mass Customer,N,No,15.0,NSW,9,high,1179.0,44.0,0
14245,Female,42,Mass Customer,N,No,15.0,NSW,9,low,1793.43,44.0,0
14246,Female,42,Mass Customer,N,No,15.0,NSW,9,medium,1538.99,44.0,1
14247,Female,42,Mass Customer,N,No,15.0,NSW,9,medium,1555.58,44.0,1
14248,Female,42,Mass Customer,N,No,15.0,NSW,9,medium,1777.8,44.0,1
14249,Female,42,Mass Customer,N,No,15.0,NSW,9,medium,1292.84,44.0,1
14250,Female,42,Mass Customer,N,No,15.0,NSW,9,medium,1777.8,44.0,1
14256,Male,74,Mass Customer,N,No,14.0,VIC,7,high,1148.64,43.0,0
14257,Male,74,Mass Customer,N,No,14.0,VIC,7,high,748.17,43.0,0
14258,Male,74,Mass Customer,N,No,14.0,VIC,7,medium,175.89,43.0,0
14259,Male,74,Mass Customer,N,No,14.0,VIC,7,medium,60.34,43.0,0
14261,Male,74,Mass Customer,N,No,14.0,VIC,7,medium,912.52,43.0,0
14262,Male,35,High Net Worth,N,No,9.0,NSW,9,medium,1292.84,46.0,1
14263,Male,35,High Net Worth,N,No,9.0,NSW,9,medium,2083.94,46.0,1
14264,Male,35,High Net Worth,N,No,9.0,NSW,9,medium,1577.53,46.0,1
14265,Male,35,High Net Worth,N,No,9.0,NSW,9,low,363.01,46.0,0
14266,Male,35,High Net Worth,N,No,9.0,NSW,9,medium,1636.9,46.0,1
14267,Male,35,High Net Worth,N,No,9.0,NSW,9,high,1179.0,46.0,0
14268,Male,35,High Net Worth,N,No,9.0,NSW,9,medium,1894.19,46.0,1
14269,Male,35,High Net Worth,N,No,9.0,NSW,9,medium,569.56,46.0,1
14270,Male,35,High Net Worth,N,No,9.0,NSW,9,low,1289.85,46.0,0
14271,Male,35,High Net Worth,N,No,9.0,NSW,9,high,774.53,46.0,0
14272,Male,56,Mass Customer,N,Yes,17.0,NSW,11,medium,1807.45,39.0,1
14273,Male,56,Mass Customer,N,Yes,17.0,NSW,11,medium,175.89,39.0,1
14274,Male,56,Mass Customer,N,Yes,17.0,NSW,11,medium,1812.75,39.0,1
14275,Female,98,High Net Worth,N,No,16.0,NSW,9,medium,642.7,46.0,1
14276,Female,98,High Net Worth,N,No,16.0,NSW,9,medium,544.05,46.0,1
14277,Female,98,High Net Worth,N,No,16.0,NSW,9,medium,795.34,46.0,1
14278,Female,98,High Net Worth,N,No,16.0,NSW,9,low,945.04,46.0,0
14279,Female,98,High Net Worth,N,No,16.0,NSW,9,high,1179.0,46.0,0
14280,Female,98,High Net Worth,N,No,16.0,NSW,9,high,1842.92,46.0,0
14281,Female,98,High Net Worth,N,No,16.0,NSW,9,medium,795.34,46.0,1
14282,Female,89,Affluent Customer,N,No,17.0,NSW,8,medium,575.27,67.0,1
14283,Female,89,Affluent Customer,N,No,17.0,NSW,8,medium,1071.23,67.0,1
14284,Female,89,Affluent Customer,N,No,17.0,NSW,8,medium,1555.58,67.0,1
14285,Female,89,Affluent Customer,N,No,17.0,NSW,8,low,945.04,67.0,0
14286,Female,89,Affluent Customer,N,No,17.0,NSW,8,low,71.16,67.0,0
14287,Female,89,Affluent Customer,N,No,17.0,NSW,8,medium,742.54,67.0,1
14288,Female,89,Affluent Customer,N,No,17.0,NSW,8,medium,360.4,67.0,1
14289,Female,89,Affluent Customer,N,No,17.0,NSW,8,medium,175.89,67.0,1
14290,Male,29,Mass Customer,N,Yes,21.0,QLD,7,medium,100.35,40.0,1
14291,Male,29,Mass Customer,N,Yes,21.0,QLD,7,medium,71.49,40.0,1
14292,Male,29,Mass Customer,N,Yes,21.0,QLD,7,medium,1163.89,40.0,1
14293,Male,29,Mass Customer,N,Yes,21.0,QLD,7,low,688.63,40.0,0
14294,Male,29,Mass Customer,N,Yes,21.0,QLD,7,low,71.16,40.0,0
14295,Male,33,Affluent Customer,N,No,12.0,QLD,9,medium,1992.93,51.0,0
14296,Male,33,Affluent Customer,N,No,12.0,QLD,9,medium,1636.9,51.0,0
14297,Male,33,Affluent Customer,N,No,12.0,QLD,9,medium,575.27,51.0,0
14298,Male,33,Affluent Customer,N,No,12.0,QLD,9,medium,60.34,51.0,0
14299,Female,70,High Net Worth,N,No,8.0,NSW,11,medium,1538.99,42.0,1
14300,Female,70,High Net Worth,N,No,8.0,NSW,11,medium,1894.19,42.0,1
14301,Female,70,High Net Worth,N,No,8.0,NSW,11,low,688.63,42.0,0
14302,Female,70,High Net Worth,N,No,8.0,NSW,11,high,1148.64,42.0,0
14303,Female,70,High Net Worth,N,No,8.0,NSW,11,medium,1216.14,42.0,1
14304,Female,70,High Net Worth,N,No,8.0,NSW,11,medium,1227.34,42.0,1
14305,Female,70,High Net Worth,N,No,8.0,NSW,11,high,1977.36,42.0,0
14306,Female,70,High Net Worth,N,No,8.0,NSW,11,medium,290.62,42.0,1
14307,Female,77,Mass Customer,N,No,14.0,QLD,7,medium,795.34,47.0,0
14308,Female,77,Mass Customer,N,No,14.0,QLD,7,medium,1777.8,47.0,0
14309,Female,77,Mass Customer,N,No,14.0,QLD,7,high,1274.93,47.0,0
14310,Female,35,High Net Worth,N,Yes,17.0,QLD,6,medium,478.16,63.0,1
14311,Female,35,High Net Worth,N,Yes,17.0,QLD,6,medium,642.7,63.0,1
14312,Female,35,High Net Worth,N,Yes,17.0,QLD,6,medium,1415.01,63.0,1
14313,Female,80,Mass Customer,N,Yes,10.0,NSW,9,low,1720.7,49.0,1
14314,Female,80,Mass Customer,N,Yes,10.0,NSW,9,medium,1577.53,49.0,1
14315,Female,80,Mass Customer,N,Yes,10.0,NSW,9,high,227.88,49.0,1
14316,Female,80,Mass Customer,N,Yes,10.0,NSW,9,medium,1216.14,49.0,1
14317,Female,80,Mass Customer,N,Yes,10.0,NSW,9,high,12.01,49.0,1
14318,Female,80,Mass Customer,N,Yes,10.0,NSW,9,medium,1227.34,49.0,1
14319,Female,80,Mass Customer,N,Yes,10.0,NSW,9,medium,1703.52,49.0,1
14320,Female,6,Mass Customer,N,Yes,11.0,VIC,9,medium,742.54,56.0,1
14321,Female,6,Mass Customer,N,Yes,11.0,VIC,9,medium,441.49,56.0,1
14322,Female,6,Mass Customer,N,Yes,11.0,VIC,9,medium,1071.23,56.0,1
14323,Female,6,Mass Customer,N,Yes,11.0,VIC,9,medium,1198.46,56.0,1
14324,Female,6,Mass Customer,N,Yes,11.0,VIC,9,medium,742.54,56.0,1
14325,Male,80,Affluent Customer,N,Yes,10.0,NSW,7,medium,290.62,53.0,1
14326,Male,80,Affluent Customer,N,Yes,10.0,NSW,7,low,958.74,53.0,1
14327,Male,80,Affluent Customer,N,Yes,10.0,NSW,7,medium,1807.45,53.0,1
14328,Male,80,Affluent Customer,N,Yes,10.0,NSW,7,medium,1894.19,53.0,1
14334,Female,45,High Net Worth,N,No,3.0,NSW,11,medium,1775.81,40.0,1
14335,Female,45,High Net Worth,N,No,3.0,NSW,11,medium,499.53,40.0,1
14336,Female,45,High Net Worth,N,No,3.0,NSW,11,medium,1071.23,40.0,1
14337,Female,45,High Net Worth,N,No,3.0,NSW,11,medium,230.91,40.0,1
14338,Female,45,High Net Worth,N,No,3.0,NSW,11,high,1148.64,40.0,0
14339,Female,45,High Net Worth,N,No,3.0,NSW,11,medium,1810.0,40.0,1
14340,Female,45,High Net Worth,N,No,3.0,NSW,11,medium,1894.19,40.0,1
14341,Female,45,High Net Worth,N,No,3.0,NSW,11,medium,1386.84,40.0,1
14342,Female,45,High Net Worth,N,No,3.0,NSW,11,medium,478.16,40.0,1
14347,Female,77,Affluent Customer,N,Yes,8.0,NSW,1,medium,183.86,34.0,1
14348,Female,77,Affluent Customer,N,Yes,8.0,NSW,1,medium,1769.64,34.0,1
14349,Female,77,Affluent Customer,N,Yes,8.0,NSW,1,medium,1577.53,34.0,1
14350,Female,77,Affluent Customer,N,Yes,8.0,NSW,1,medium,1873.97,34.0,1
14361,Male,99,Mass Customer,N,No,7.0,QLD,2,high,1148.64,49.0,0
14362,Male,99,Mass Customer,N,No,7.0,QLD,2,medium,71.49,49.0,0
14363,Male,99,Mass Customer,N,No,7.0,QLD,2,medium,1231.15,49.0,0
14364,Male,99,Mass Customer,N,No,7.0,QLD,2,high,1977.36,49.0,0
14365,Male,99,Mass Customer,N,No,7.0,QLD,2,medium,2083.94,49.0,0
14366,Male,99,Mass Customer,N,No,7.0,QLD,2,high,358.39,49.0,0
14367,Male,99,Mass Customer,N,No,7.0,QLD,2,medium,202.62,49.0,0
14368,Male,99,Mass Customer,N,No,7.0,QLD,2,medium,1240.31,49.0,0
14369,Male,43,Mass Customer,N,Yes,7.0,VIC,4,medium,478.16,47.0,1
14370,Male,43,Mass Customer,N,Yes,7.0,VIC,4,medium,2091.47,47.0,1
14371,Male,43,Mass Customer,N,Yes,7.0,VIC,4,medium,1163.89,47.0,1
14372,Male,43,Mass Customer,N,Yes,7.0,VIC,4,medium,1577.53,47.0,1
14373,Male,43,Mass Customer,N,Yes,7.0,VIC,4,medium,2091.47,47.0,1
14374,Male,43,Mass Customer,N,Yes,7.0,VIC,4,medium,912.52,47.0,1
14375,Male,20,Mass Customer,N,Yes,4.0,NSW,11,medium,1555.58,29.0,1
14376,Male,20,Mass Customer,N,Yes,4.0,NSW,11,medium,1198.46,29.0,1
14377,Male,20,Mass Customer,N,Yes,4.0,NSW,11,medium,1386.84,29.0,1
14378,Male,20,Mass Customer,N,Yes,4.0,NSW,11,medium,1240.31,29.0,1
14385,Male,55,Mass Customer,N,No,12.0,NSW,12,medium,1769.64,42.0,1
14386,Male,55,Mass Customer,N,No,12.0,NSW,12,low,1073.07,42.0,0
14387,Male,55,Mass Customer,N,No,12.0,NSW,12,medium,575.27,42.0,1
14388,Male,55,Mass Customer,N,No,12.0,NSW,12,medium,1777.8,42.0,1
14389,Male,55,Mass Customer,N,No,12.0,NSW,12,medium,1240.31,42.0,1
14390,Male,55,Mass Customer,N,No,12.0,NSW,12,medium,742.54,42.0,1
14391,Male,55,Mass Customer,N,No,12.0,NSW,12,high,1024.66,42.0,0
14392,Male,25,High Net Worth,N,Yes,17.0,VIC,10,medium,1403.5,45.0,1
14393,Male,25,High Net Worth,N,Yes,17.0,VIC,10,low,1720.7,45.0,0
14394,Male,25,High Net Worth,N,Yes,17.0,VIC,10,low,1289.85,45.0,0
14398,Female,42,Mass Customer,N,No,19.0,QLD,5,medium,60.34,53.0,0
14399,Female,42,Mass Customer,N,No,19.0,QLD,5,low,363.01,53.0,0
14400,Female,42,Mass Customer,N,No,19.0,QLD,5,medium,1555.58,53.0,0
14401,Female,1,Mass Customer,N,Yes,9.0,NSW,6,medium,1992.93,42.0,1
14402,Female,1,Mass Customer,N,Yes,9.0,NSW,6,medium,1762.96,42.0,1
14403,Female,1,Mass Customer,N,Yes,9.0,NSW,6,low,1057.51,42.0,1
14410,Male,76,Mass Customer,N,Yes,5.0,QLD,2,low,1073.07,41.0,0
14411,Male,76,Mass Customer,N,Yes,5.0,QLD,2,medium,742.54,41.0,1
14412,Male,76,Mass Customer,N,Yes,5.0,QLD,2,medium,175.89,41.0,1
14413,Male,76,Mass Customer,N,Yes,5.0,QLD,2,high,495.72,41.0,0
14414,Male,71,Affluent Customer,N,Yes,10.0,QLD,6,low,363.01,46.0,0
14415,Male,71,Affluent Customer,N,Yes,10.0,QLD,6,medium,752.64,46.0,1
14416,Male,71,Affluent Customer,N,Yes,10.0,QLD,6,medium,1386.84,46.0,1
14417,Male,71,Affluent Customer,N,Yes,10.0,QLD,6,medium,1198.46,46.0,1
14418,Male,71,Affluent Customer,N,Yes,10.0,QLD,6,medium,795.34,46.0,1
14419,Female,35,High Net Worth,N,Yes,3.0,VIC,7,medium,1992.93,21.0,1
14420,Female,35,High Net Worth,N,Yes,3.0,VIC,7,medium,230.91,21.0,1
14421,Female,35,High Net Worth,N,Yes,3.0,VIC,7,medium,1198.46,21.0,1
14430,Female,28,Mass Customer,N,Yes,9.0,QLD,4,medium,441.49,59.0,1
14431,Female,28,Mass Customer,N,Yes,9.0,QLD,4,medium,795.34,59.0,1
14432,Female,28,Mass Customer,N,Yes,9.0,QLD,4,medium,71.49,59.0,1
14433,Female,28,Mass Customer,N,Yes,9.0,QLD,4,high,1274.93,59.0,0
14434,Female,28,Mass Customer,N,Yes,9.0,QLD,4,high,2005.66,59.0,0
14435,Female,28,Mass Customer,N,Yes,9.0,QLD,4,medium,1635.3,59.0,1
14436,Female,28,Mass Customer,N,Yes,9.0,QLD,4,medium,1466.68,59.0,1
14438,Female,28,Mass Customer,N,Yes,9.0,QLD,4,medium,441.49,59.0,1
14439,Female,28,Mass Customer,N,Yes,9.0,QLD,4,medium,360.4,59.0,1
14440,Male,84,Mass Customer,N,Yes,8.0,NSW,10,low,688.63,51.0,1
14441,Male,84,Mass Customer,N,Yes,8.0,NSW,10,medium,1231.15,51.0,1
14442,Male,84,Mass Customer,N,Yes,8.0,NSW,10,low,688.63,51.0,1
14443,Male,84,Mass Customer,N,Yes,8.0,NSW,10,medium,235.63,51.0,1
14444,Male,84,Mass Customer,N,Yes,8.0,NSW,10,medium,71.49,51.0,1
14445,Male,84,Mass Customer,N,Yes,8.0,NSW,10,medium,1469.44,51.0,1
14446,Male,25,Mass Customer,N,No,8.0,VIC,2,high,1977.36,28.0,0
14447,Male,89,Mass Customer,N,No,8.0,NSW,9,medium,441.49,51.0,1
14448,Male,89,Mass Customer,N,No,8.0,NSW,9,low,958.74,51.0,0
14449,Male,89,Mass Customer,N,No,8.0,NSW,9,medium,1810.0,51.0,1
14450,Male,89,Mass Customer,N,No,8.0,NSW,9,medium,441.49,51.0,1
14451,Male,89,Mass Customer,N,No,8.0,NSW,9,low,574.64,51.0,0
14452,Male,89,Mass Customer,N,No,8.0,NSW,9,medium,1812.75,51.0,1
14467,Male,81,High Net Worth,N,Yes,10.0,VIC,7,medium,752.64,66.0,1
14468,Male,81,High Net Worth,N,Yes,10.0,VIC,7,high,495.72,66.0,0
14469,Male,81,High Net Worth,N,Yes,10.0,VIC,7,medium,1636.9,66.0,1
14470,Male,81,High Net Worth,N,Yes,10.0,VIC,7,medium,1061.56,66.0,1
14471,Male,81,High Net Worth,N,Yes,10.0,VIC,7,medium,1311.44,66.0,1
14472,Male,81,High Net Worth,N,Yes,10.0,VIC,7,medium,1765.3,66.0,1
14473,Male,81,High Net Worth,N,Yes,10.0,VIC,7,high,1977.36,66.0,0
14475,Female,63,Mass Customer,N,Yes,18.0,NSW,8,medium,1762.96,60.0,1
14476,Female,63,Mass Customer,N,Yes,18.0,NSW,8,high,227.88,60.0,1
14477,Female,63,Mass Customer,N,Yes,18.0,NSW,8,low,590.26,60.0,1
14478,Female,63,Mass Customer,N,Yes,18.0,NSW,8,low,71.16,60.0,1
14479,Female,63,Mass Customer,N,Yes,18.0,NSW,8,medium,71.49,60.0,1
14480,Female,63,Mass Customer,N,Yes,18.0,NSW,8,medium,1071.23,60.0,1
14481,Male,48,High Net Worth,N,Yes,8.0,NSW,5,medium,1403.5,39.0,1
14482,Male,48,High Net Worth,N,Yes,8.0,NSW,5,medium,575.27,39.0,1
14483,Male,48,High Net Worth,N,Yes,8.0,NSW,5,medium,230.91,39.0,1
14484,Male,48,High Net Worth,N,Yes,8.0,NSW,5,medium,1163.89,39.0,1
14485,Male,48,High Net Worth,N,Yes,8.0,NSW,5,medium,1292.84,39.0,1
14486,Male,48,High Net Worth,N,Yes,8.0,NSW,5,medium,1151.96,39.0,1
14487,Male,48,High Net Worth,N,Yes,8.0,NSW,5,medium,1415.01,39.0,1
14489,Male,11,Affluent Customer,N,Yes,5.0,NSW,8,high,1148.64,27.0,1
14490,Male,11,Affluent Customer,N,Yes,5.0,NSW,8,medium,1775.81,27.0,1
14491,Male,11,Affluent Customer,N,Yes,5.0,NSW,8,medium,1765.3,27.0,1
14492,Female,70,Affluent Customer,N,Yes,12.0,NSW,3,medium,1703.52,55.0,1
14493,Female,70,Affluent Customer,N,Yes,12.0,NSW,3,medium,1386.84,55.0,1
14494,Female,70,Affluent Customer,N,Yes,12.0,NSW,3,medium,1071.23,55.0,1
14495,Female,70,Affluent Customer,N,Yes,12.0,NSW,3,low,1073.07,55.0,1
14496,Female,70,Affluent Customer,N,Yes,12.0,NSW,3,high,358.39,55.0,1
14497,Female,70,Affluent Customer,N,Yes,12.0,NSW,3,low,1073.07,55.0,1
14498,Female,70,Affluent Customer,N,Yes,12.0,NSW,3,medium,1403.5,55.0,1
14499,Male,53,Affluent Customer,N,No,13.0,QLD,4,medium,478.16,39.0,0
14500,Male,53,Affluent Customer,N,No,13.0,QLD,4,medium,230.91,39.0,0
14501,Male,53,Affluent Customer,N,No,13.0,QLD,4,medium,1362.99,39.0,0
14502,Male,53,Affluent Customer,N,No,13.0,QLD,4,medium,1403.5,39.0,0
14503,Male,53,Affluent Customer,N,No,13.0,QLD,4,medium,1061.56,39.0,0
14504,Male,53,Affluent Customer,N,No,13.0,QLD,4,low,980.37,39.0,0
14505,Female,71,Mass Customer,N,Yes,16.0,NSW,7,medium,1777.8,56.0,1
14506,Female,71,Mass Customer,N,Yes,16.0,NSW,7,medium,1198.46,56.0,1
14507,Female,71,Mass Customer,N,Yes,16.0,NSW,7,medium,1810.0,56.0,1
14508,Female,71,Mass Customer,N,Yes,16.0,NSW,7,medium,1992.93,56.0,1
